city_code,city_name_en,city_name_ar,,,
CXI,Kiritimati,كيريتيماس,,,
CWB,Curitiba,كوريتيبا,,,
TGG,Kuala Terengganu,كوالا تيرينجانو,,,
YQC,Quaqtaq,كواكتاك,,,
KRK,Krakow,كراكوف,,,
CAL,Campbeltown,كامبيلتاون,,,
CLO,Cali,كالي,,,
YYC,Calgary,كالجاري,,,
YFH,Fort Hope,فورت هوب,,,
YXJ,Fort st john,فورت سانت جون,,,
FEZ,Fez,فاس,,,
GLH,Greenville,غرينفيل,,,
GRZ,Graz,غراتس,,,
XNN,Xining,شينينغ,,,
IAG,Niagara Falls,شلالات نياجرا,,,
SVC,Silver City,سيلفر سيتي,,,
SJJ,Sarajevo,سراييفو,,,
YYT,St Johns,سانت جونز,,,
SAP,San Pedro Sula,سان بيدرو سولا,,,
SVU,Savusavu,سافوسافو,,,
REK,Reykjavik,ريكيافيك,,,
ROW,Roswell,روزويل,,,
DSN,Dongsheng,دونغ شنغ,,,
DDC,Dodge City,دودج سيتي,,,
KKC,Khon Kaen,خون كاين,,,
GRO,Gerona,جيرونا,,,
JOS,Jos,جوس,,,
GKA,Goroka,جوروكا,,,
JGA,Jamnagar,جامناجار,,,
TOF,Tomsk,تومسك,,,
CUU,Chihuahua,تشيهواهوا,,,
CIH,Changzhi,تشانغ تشى,,,
TMP,Tampere,تامبيري,,,
TCQ,Tacna,تاكنا,,,
YYF,Penticton,بينتيكتون,,,
PVH,Porto velho,بورتو فيلهو,,,
PHO,Port Moller,بورت مولر,,,
BXU,Butuan,بوتوان,,,
BBI,Bhubaneswar,بوبانسوار,,,
BWA,Bhairawa,بهايراهاوه,,,
BER,Berlin,برلين,,,
YBK,Baker Lake,بحيرة بيكر,,,
BKK,Bangkok,بانكوك,,,
OSA,Osaka,أوساكا,,,
UAP,Ua Pou,أوا,,,
AES,Alesund,أليسوند,,,
IFN,Isfahan,أصفهان,,,
YXX,Abbotsford,أبوتسفورد,,,
JTC,Bauru,,,,
DRK,Puntarenas,,,,
TWA,Twin Hills,,,,
IGD,Igdir,,,,
PPB,President Prudente,,,,
HXD,Hilton Head Island,,,,
EAA,Eagle,,,,
TNK,Tununak,,,,
HYG,Hydaburg,,,,
TEZ,Tezpur,,,,
LCX,Longyan,,,,
ULK,Lensk,,,,
SXP,Nunam Iqua,,,,
MKZ,Malacca,,,,
TCT,Takotna,,,,
RBQ,Rerrenabaque,,,,
ZLT,La TabatiŠre,,,,
UMS,Ust-Maya,,,,
CSA,Colonsay,,,,
PJA,Pajala,,,,
AUW,Wausau,,,,
TAZ,Dasoguz,,,,
XTG,Thargomindah,,,,
VHC,Saurimo,,,,
XSB,Sir Bani Yas Island,,,,
EMK,Emmonak,,,,
YGO,Gods Lake Narrows,,,,
GER,Nueva Gerona,,,,
BVH,Vilhena,,,,
AKB,Atka,,,,
KCM,Kahramanmaras,,,,
GUW,Atyrau,أتيراو,,,
ABZ,Aberdeen,أبردين,,,
IKS,Tiksi,,,,
LGQ,Lago Agrio,,,,
MMU,Morristown,,,,
KEW,Keewaywin,,,,
ITO,Hilo,هيلو,,,
CED,Ceduna,سيدونا,,,
YUX,Hall Beach,هول بيتش,,,
HRB,Harbin,هاربين,,,
TNO,Nicoya,نيكويا,,,
NLD,Nuevo Laredo,نويفو لاريدو,,,
NNG,Nanning,ناننينغ,,,
LAE,Nadzab,نادزاب,,,
MXH,Moro,مورو,,,
MEM,Memphis,ممفيس,,,
HGN,Mae Hong Son,ماى هونغ سون,,,
MZL,Manizales,مانيزاليس,,,
MLA,Malta,مالطا,,,
MKP,Makemo,ماكيمو,,,
MUN,Maturin,ماتورين,,,
MAM,Matamoros,ماتاموروس,,,
LXS,Limnos,ليمنوس,,,
ILO,Iloilo,لويلو,,,
LDB,Londrina,لوندرينا,,,
YQZ,Quesnel,كويسنيل,,,
CBB,Cochabamba,كوتشابامبا,,,
KER,Kerman,كرمان,,,
ZKE,Kashechewan,كاشيتشيوان,,,
LYP,Faisalabad,فیصل آباد,,,
VBY,Visby,فيسبي,,,
YQX,Gander,غاندر,,,
GAL,Galena,غالينا,,,
SCE,State College,ستيت كوليج,,,
SAO,Sao Paulo,ساو باولو,,,
SGU,Saint George,سانت جورج,,,
SAT,San Antonio,سان أنطونيو,,,
IXR,Ranchi,رانشي,,,
DNR,Dinard,دينارد,,,
DVO,Davao,دافاو,,,
LBD,Khudzhand,خجند,,,
JZH,Jiuzhaigou,جيوزايكو,,,
JSY,Syros Island,جزيرة سيروس,,,
TIA,Tirana,تيرانا,,,
TUN,Tunis,تونس,,,
VAK,Chevak,تشيفاك,,,
NDG,Qiqihar,تشيتشيهار,,,
TOS,Tromso,ترومسو,,,
TST,Trang,ترانج,,,
MAQ,Tak,تاك,,,
PKU,Pekanbaru,بيكانبارو,,,
BET,Bethel,بيثيل,,,
BOG,Bogota,بوغوتا,,,
POZ,Poznan,بوزنان,,,
BPS,Porto Seguro,بورتو سيغورو,,,
BEG,Belgrade,بلغراد,,,
BRE,Bremen,بريمن,,,
PRN,Pristina,بريشتينا,,,
PLS,Providenciales,بروفيدنسياليس,,,
BTV,Burlington,برلنغتون,,,
YCK,Colville Lake,بحيرة كولفيل,,,
BJR,Bahar Dar,بحر دار,,,
UTP,Pattaya,باتايا,,,
OER,Ornskoldsvik,أورنسكولدسفيك,,,
ARI,Arica,أريكا,,,
PUG,Argyle,أرجيل,,,
IAS,Iasi,إياسي,,,
ALG,Algiers,الجزائر,,,
WUA,Wuhai,,,,
TKE,Tenakee Springs,,,,
ODE,Odense,,,,
IWJ,Iwami,,,,
RMQ,Taichung,,,,
VAW,Vardø,,,,
URE,Kuressaare,,,,
KRB,Karumba,,,,
GIU,Sigiriya,,,,
TME,Tame,,,,
TEN,Tongren,,,,
BHR,Bharatpur,,,,
BAK,Baku,,,,
HVD,Khovd,,,,
TDG,Tandag,,,,
OGL,Georgetown,,,,
ONQ,Zonguldak,,,,
YGB,Texada,,,,
NBE,Enfidha,,,,
CAZ,Cobar,,,,
SRV,Stony River,,,,
MYU,Mekoryuk,,,,
KWP,West Point,,,,
MQN,Mo i Rana,,,,
CKZ,Canakkale,,,,
YBV,Berens River,,,,
LRV,Los Roques,,,,
TMT,Oriximina,,,,
RNJ,Yoron,,,,
SOJ,Sorkjosen,,,,
CMA,Cunnamulla,,,,
KUM,Yakushima,,,,
EUA,Eua Island,,,,
XTL,Tadoule Lake,,,,
NBS,Baishan,,,,
DHB,Deer Harbor,,,,
YEV,Inuvik,إنوفيك,,,
ERI,Erie,إري,,,
HRG,Hurghada,الغردقة,,,
UMD,Uummannaq,,,,
TNC,Tin City,,,,
BXB,Babo,,,,
RAL,Riverside,,,,
CKS,Carajas,كراخاس,,,
HYS,Hays,هايز,,,
KEM,Kemi Tornio,كيمي تورنيو,,,
WRL,Worland,ورلاند,,,
BRD,Brainerd,برينرد,,,
HNL,Honolulu,هونولولو,,,
OME,Nome,نومي,,,
NTG,Nantong,نانتونغ,,,
NAN,Nadi,نادي,,,
MSO,Missoula,ميسولا,,,
MKQ,Merauke,ميروكي,,,
YYY,Mont Joli,مونت جولي,,,
MGW,Morgantown,مورغانتاون,,,
MDQ,Mar Del Plata,مار ديل بلاتا,,,
LOE,Loei,لويي,,,
LMM,Los Mochis,لوس موتشيس,,,
YGL,La Grande Riviere,لا غراندي ريفيير,,,
CLE,Cleveland,كليفلاند,,,
KAJ,Kajaani,كاياني,,,
CBG,Cambridge,كامبريدج,,,
CPR,Casper,كاسبر,,,
KOW,Ganzhou,قانتشو,,,
FOG,Foggia,فوجيا,,,
FRW,Francistown,فرانسيستوون,,,
VDZ,Valdez,فالديز,,,
VXO,Vaxjo,فاكسجو,,,
FAR,Fargo,فارجو,,,
GOT,Gothenburg,غوتنبرغ,,,
YQU,Grande prairie,غراندي بريري,,,
SFA,Sfax,صفاقس,,,
SYD,Sydney,سيدني,,,
SIT,Sitka,سيتكا,,,
YYD,Smithers,سميثرز,,,
SPI,Springfield,سبرينغفيلد,,,
SFO,San Francisco,سان فرانسيسكو,,,
ZVK,Savannakhet,سافاناخت,,,
ZAH,Zahedan,زاهدان,,,
RIX,Riga,ريغا,,,
ROA,Roanoke,رونوك,,,
RUT,Rutland,روتلاند,,,
DGT,Dumaguete,دومغت,,,
DND,Dundee,دندي,,,
DLM,Dalaman,دالامان,,,
DAT,Datong,داتونغ,,,
JOE,Joensuu,جونسو,,,
GOQ,Golmud,جلمود,,,
GBT,Gorgan,جرجان,,,
JAN,Jackson,جاكسون,,,
MME,Teesside,تيسايد,,,
TCO,Tumaco,توماكو,,,
TSJ,Tsushima,تسوشيما,,,
EGO,Belgorod,بيلغورود,,,
PLN,Pellston,بيلستون,,,
PEE,Perm,بيرم,,,
PUJ,Punta Cana,بونتا كانا,,,
TGD,Podgorica,بودجوريكا,,,
BHV,Bahawalpur,باهاوالبور,,,
PAR,Paris,باريس,,,
BDU,Bardufoss,باردوفوس,,,
AHO,Alghero,ألغيرو,,,
AVN,Avignon,أفينيون,,,
ASU,Asuncion,أسونسيون,,,
AJU,Aracaju,أراكاجو,,,
ABS,Abu Simbel,أبو سمبل,,,
AIT,Aitutaki,إيتوتاكي,,,
TTJ,Tottori,,,,
SYO,Shonai,,,,
YNE,Norway House,,,,
KXF,Koro Island,,,,
RCM,Richmond,,,,
DIW,Dickwella,,,,
MVL,Morrisville,,,,
FOA,Foula,,,,
PUE,Puerto Obaldia,,,,
YSO,Postville,,,,
CRZ,Turkmenabat,,,,
YWJ,Deline,,,,
KEH,Kenmore,,,,
RJH,Rajshahi,,,,
ORL,Orlando,,,,
ABM,Amberley,,,,
SSI,Brunswick,,,,
MYA,Moruya,,,,
QCU,Akunnaaq,,,,
LZY,Nyingchi,,,,
IXI,Lilabari,,,,
ULD,Ulundi,,,,
LPK,Lipetsk,,,,
MNC,Nacala,,,,
UST,St. Augustine Airport,,,,
DAV,David,,,,
WKJ,Wakkanai,,,,
AZR,Adrar,أدرار,,,
YPH,Inukjuak,إنوكجواك,,,
DMM,Dammam,الدمام,,,
MZO,Manzanillo,,,,
RMS,Ramstein,,,,
BST,Lashkar Gah,,,,
MSR,Mus,,,,
GAY,Gaya,جايا,,,
GDV,Glendive,غلينديف,,,
LRE,Longreach,لونغريتش,,,
VDE,Hierro,هييرو,,,
DPO,Devonport,دافنبورت,,,
HGA,Hargeisa,هرجيسا,,,
HFT,Hammerfest,هامرفست,,,
NVA,Neiva,نيفا,,,
YYB,North Bay,نورث باي,,,
NDB,Nouadhibou,نواذيبو,,,
NVT,Navegantes,نافيغانتس,,,
MYY,Miri,ميري,,,
BOM,Mumbai,مومباي,,,
LIG,Limoges,ليموج,,,
LDU,Lahad Datu,لاهاد داتو,,,
LHW,Lanzhou,لانتشو,,,
YGK,Kingston,كينغستون,,,
KNQ,Kone,كوني,,,
CGN,Cologne,كولونيا,,,
CMB,Colombo,كولومبو,,,
CVU,Corvo,كورفو,,,
YCO,Coppermine,كبرمين,,,
NAQ,Qaanaaq,كاناك,,,
FCA,Kalispell,كاليسبيل,,,
BBK,Kasane,كاسان,,,
CZL,Constantine,قسنطينة,,,
PQC,Phu Quoc,فو كوك,,,
VLD,Valdosta,فلدوستا,,,
ABD,Abadan,عبدان,,,
YKU,Chisasibi,شيزازيبي,,,
SHA,Shanghai,شنغهاي,,,
CVG,Cincinnati,سينسيناتي,,,
STV,Surat,سورات,,,
SKD,Samarkand,سمرقند,,,
SRZ,Santa Cruz,سانتا كروز,,,
SJI,San Jose,سان خوسيه,,,
SUR,Summer Beaver,سامر بيفر,,,
RMI,Rimini,ريميني,,,
RKD,Rockland,روكلاند,,,
DEA,Dera Ghazi Khan,ديرا غازي خان,,,
DRO,Durango,دورانجو,,,
TVY,Dawei,داوي,,,
GCC,Gillette,جيليت,,,
JST,Johnstown,جونستاون,,,
EBA,Elba Island,جزيرة إلبا,,,
SKG,Thessaloniki,ثيسالونيك,,,
TRN,Turin,تورين,,,
CZX,Changzhou,تشانغتشو,,,
ZHA,Zhanjiang,تشانجيانغ,,,
BEB,Benbecula,بينبيكولا,,,
BLQ,Bologna,بولونيا,,,
PUS,Busan,بوسان,,,
BKS,Bengkulu,بنجكولو,,,
PSG,Petersburg,بطرسبرغ,,,
PRG,Prague,براغ,,,
YPW,Powell River,باول ريفر,,,
PKZ,Pakse,باكس,,,
PAS,Paros,باروس,,,
YPJ,Aupaluk,أوبالوك,,,
AWD,Aniwa,أنيوا,,,
AXA,Anguilla,أنغيلا,,,
ALF,Alta,ألتا,,,
ATZ,Asyut,أسيوط,,,
ASW,Aswan,أسوان,,,
YGT,Igloolik,إغلوليك,,,
LEI,Almeria,الميريا,,,
CHU,Chuathbaluk,,,,
KKA,Koyuk,,,,
IPN,Ipatinga,,,,
MBX,Maribor,,,,
KND,Kindu,,,,
ZND,Zinder,,,,
AGN,Angoon,,,,
MLY,Manley Hot Springs,,,,
TBT,Tabatinga,,,,
ENI,El Nido,,,,
OTI,Morotai Island,,,,
YCR,Cross Lake,,,,
ATA,Anta,,,,
IRC,Circle,,,,
MIM,Merimbula,,,,
WRY,Westray,,,,
DCY,Daocheng,,,,
KPB,Point Baker,,,,
GMA,Gemena,,,,
SOW,Show Low,,,,
BCA,Baracoa Playa,,,,
DEE,Yuzhno-Kurilsk,,,,
VIF,Vieste,,,,
EEK,Eek,,,,
OLA,Orland,,,,
PRA,Parana,,,,
MWX,Muan,,,,
YRS,Red Sucker Lake,,,,
ESM,Esmeraldas,,,,
PTA,Port alsworth,,,,
VAV,Vava'u Island,,,,
BCI,Barcaldine,باركالدين,,,
YSG,Lutselke,لاتسيلك,,,
PVC,Provincetown,بروفينس تاون,,,
WJU,Wonju,ونجو,,,
AJF,Al Jawf,الجوف,,,
HOM,Homer,هومر,,,
DEL,New Delhi,نيودلهي,,,
NJC,Nizhnevartovsk,نيجنفارتوفسك,,,
YCY,Clyde River,نهر كلايد,,,
NAT,Natal,ناتال,,,
MOW,Moscow,موسكو,,,
SSG,Malabo,مالابو,,,
MCP,Macapa,ماكابا,,,
LMN,Limbang,ليمبانغ,,,
LIM,Lima,ليما,,,
YLL,Lloydminster,لويدمنستر,,,
LAX,Los Angeles,لوس انجليس,,,
RLG,Laage,لاج,,,
CGI,Cape Girardeau,كيب جيراردو,,,
KRL,Korla,كورلا,,,
KRR,Krasnodar,كراسنودار,,,
CBQ,Calabar,كالابار,,,
KRP,Karup,كاروب,,,
JHM,Kapalua,كابالوا,,,
KWL,Guilin,قويلين,,,
YFC,Fredericton,فريدريكتون,,,
YVR,Vancouver,فانكوفر,,,
ADE,Aden,عدن,,,
TNG,Tangier,طنجة,,,
CMF,Chambery,شامبيري,,,
VIJ,Spanish town,سبانيش تاون,,,
SAF,Santa Fe,سانتا في,,,
SMS,Sainte Marie,سانت ماري,,,
SLM,Salamanca,سالامانكا,,,
SUJ,Satu Mare,ساتو ماري,,,
YUY,Rouyn,روين,,,
RGI,Rangiroa,رانجيروا,,,
DUT,Dutch harbor,دوتش هاربر,,,
HYD,Hyderabad,حيدر أباد,,,
RTB,Roatan,جزيرة رواتان,,,
JED,Jeddah,جدة,,,
DJJ,Jayapura,جايابورا,,,
DJB,Jambi,جامبي,,,
TTE,Ternate,تيرنيت,,,
VCL,Chu Lai,تشو لاي,,,
YYQ,Churchill,تشرشل,,,
GUM,Tamning,تامنينغ,,,
PIX,Pico,بيكو,,,
OXB,Bissau,بيساو,,,
PUB,Pueblo,بويبلو,,,
PCL,Pucallpa,بوكالبا,,,
BBA,Balmaceda,بلماسيدا,,,
BQS,Blagoveschensk,بلاغوفيشتشينسك,,,
BNX,Banja Luka,بانيا لوكا,,,
BRI,Bari,باري,,,
USN,Ulsan,أولسان,,,
AYT,Antalya,أنطاليا,,,
ASP,Alice Springs,أليس سبرينغز,,,
ABQ,Albuquerque,ألباكركي,,,
ASO,Asosa,أسوسة,,,
YFB,Iqaluit,إكالويت,,,
AKF,Kufra,الكفرة,,,
RBA,Rabat,الرباط,,,
AEX,Alexandria,الإسكندرية,,,
AJY,Agadez,,,,
OGN,Yonaguni Jima,,,,
TLT,Tuluksak,,,,
CCF,Carcassonne,,,,
ISU,Sulaymaniyah,,,,
ELI,Elim,,,,
FAV,Fakarava,,,,
SIS,Sishen,,,,
JKL,Kalymnos,,,,
KSF,Kassel,,,,
ZFN,Tulita,,,,
ONS,Onslow,,,,
HRI,Mattala,,,,
VAG,Varginha,,,,
PCN,Picton,,,,
WGP,Waingapu,,,,
YST,St. Theresa Point,,,,
TDK,Taldykorgan,,,,
KLL,Levelock,,,,
SDN,Sandane,,,,
LNJ,Lincang,,,,
PMA,Pemba,,,,
LKY,Lake Manyara,,,,
NYA,Nyagan,,,,
RTG,Ruteng,,,,
BJS,Beijing,,,,
KUH,Kushiro,,,,
LAM,Los Alamos,,,,
NUP,Nunapitchuk,,,,
TFI,Tufi,,,,
BSC,Bahia Solano,,,,
SAC,Sacramento,,,,
TKN,Tokunoshima,,,,
FIE,Fair Isle,,,,
KIE,Kineshma,,,,
BUC,Burketown,,,,
ACU,Achutupo,,,,
MZH,Merzifon,,,,
MMD,Minami Daito,,,,
KCT,Koggala,,,,
MBS,Bay City Midland Saginaw,باي سيتي / ميدلاند / ساغيناو,,,
GUC,Gunnison,غنيسن,,,
MSP,Minneapolis St Paul,مينيابوليس سانت بول,,,
YZV,Sept Iles,سبت إيليس,,,
YNC,Wemindji,ويميندجي,,,
ASE,Aspen,آسبين,,,
YXY,Whitehorse,وايت هورس,,,
BMY,Waala,والا,,,
HTN,Hotan,هوتان,,,
HMI,Hami,هامي,,,
EAM,Nejran,نجران,,,
NTE,Nantes,نانت,,,
MAH,Menorca,مينوركا,,,
MSA,Muskrat Dam,موسكارت دام,,,
MGQ,Mogadishu,مقديشو,,,
MBT,Masbate,ماسبات,,,
RUS,Marau,ماراو,,,
LYA,Luoyang,لويانغ,,,
LCA,Larnaca,لارنكا,,,
CUM,Cumana,كومانا,,,
OOM,Cooma,كوما,,,
CUZ,Cuzco,كوزكو,,,
CUR,Curacao,كوراكاو,,,
CKB,Clarksburg,كلاركسبورغ,,,
KNU,Kanpur,كانبور,,,
XKS,Kasabonika,كاسا بونيكا,,,
KZN,Kazan,كازان,,,
FOR,Fortaleza,فورتاليزا,,,
YER,Fort Severn,فورت سيفرن,,,
FRS,Flores,فلوريس,,,
FAE,Vagar,فاجار,,,
XUZ,Xuzhou,شوتشو,,,
SIP,Simferopol,سيمفيروبول,,,
SFT,Skelleftea,سكيليفتيا,,,
SMR,Santa Marta,سانتا مارتا,,,
KUF,Samara,سامارا,,,
ROT,Rotorua,روتوروا,,,
WRG,Wrangell,رانجل,,,
DEB,Debrecen,ديبريسين,,,
DAC,Dhaka,داكا,,,
GIL,Gilgit,جيلجيت,,,
KSJ,Kasos Island,جزيرة كاسوس,,,
VQS,Vieques Island,جزيرة بيكيس,,,
JAI,Jaipur,جايبور,,,
FTU,Tolagnaro,تولاغنارو,,,
TAB,Tobago,توباغو,,,
CIX,Chiclayo,تشيكلايو,,,
HTA,Chita,تشيتا,,,
TEE,Tebessa,تبسة,,,
TJA,Tarija,تاريخا,,,
TGM,Tirgu Mures,تارجو موريس,,,
PEW,Peshawar,بيشاور,,,
PER,Perth,بيرث,,,
PNI,Pohnpei,بوهنباي,,,
PBU,Putao,بوتاو,,,
BNI,Benin,بنين,,,
BSB,Brasilia,برازيليا,,,
BHK,Bukhara,بخارى,,,
LKL,Banak,باناك,,,
PWQ,Pavlodar,بافلودار,,,
AUG,Augusta,أوغستا,,,
ANS,Andahuaylas,أندايواليس,,,
ADA,Adana,أضنة,,,
ATH,Athens,أثينا,,,
APK,Apataki,أباتاكي,,,
IKI,Iki,إيكي,,,
EVV,Evansville,ايفانسفيل,,,
AAN,Al Ain,العين,,,
MVB,Franceville,,,,
MII,Mar¡lia,,,,
TVS,Tangshan,,,,
GOM,Goma,,,,
YCL,Charlo,,,,
NUL,Nulato,,,,
EPL,Epinal,,,,
KSY,Kars,,,,
TIW,Tacoma,,,,
CLV,Caldas Novas,,,,
WBB,Stebbins,,,,
AEB,Baise,,,,
KTB,Thorne Bay,,,,
PAF,Pakuba,,,,
HZH,Liping,,,,
KGA,Kananga,,,,
PRH,Phrae,,,,
YOH,Oxford House,,,,
KPY,Port Bailey,,,,
MGB,Mount Gambier,,,,
NQT,Nottingham,,,,
FYU,Fort Yukon,,,,
AHE,Ahe,,,,
GYA,Guayaramer¡n,,,,
NUI,Nuiqsut,,,,
BZL,Barisal,,,,
CYF,Chefornak,,,,
JQE,Jaqué,,,,
OZH,Zaporozhye,,,,
UTT,Umtata,امتاتا,,,
IXD,Allahabad,الله أباد,,,
AHU,Al Hociema,الحسيمة,,,
BIN,Bamyan,,,,
LEC,Lençóis,,,,
BHQ,Broken Hill,,,,
BBO,Berbera,,,,
CJM,Chumphon,,,,
KOK,Kokkola Pietarsaari,كوكولا / بيتار ساري,,,
HET,Hohhot,هوهوت,,,
GSP,Greenville Greer,غرينفيل / غرير,,,
HKG,Hong Kong,هونغ كونغ,,,
HAK,Haikou,هايكو,,,
NPL,New Plymouth,نيو بلايموث,,,
NCE,Nice,نيس,,,
YCD,Nanaimo,نانايمو,,,
OSY,Namsos,نامسوس,,,
PIS,Poitiers,بواتييه,,,
MLM,Morelia,موريليا,,,
MUB,Maun,ماون,,,
MNL,Manila,مانيلا,,,
MYD,Malindi,ماليندي,,,
ZQN,Queenstown,كوينزتاون,,,
CUC,Cucuta,كوكوتا,,,
CPO,Copiapo,كوبيابو,,,
KLG,Kalskag,كالسكاغ,,,
GYS,Guangyuan,قوانغيوان,,,
FMY,Fort Myers,فورت مايرز,,,
VPS,Valparaiso,فالبارايسو,,,
VAR,Varna,فارنا,,,
GRV,Grozny,غروزني,,,
GRI,Grand Island,غراند آيلاند,,,
SHE,Shenyang,شنيانغ,,,
SUV,Suva,سوفا,,,
SDR,Santander,سانتاندر,,,
SKB,St Kitts,سانت كيتس,,,
SLW,Saltillo,سالتيلو,,,
ZRH,Zurich,زيورخ,,,
RAS,Rasht,رشت,,,
RZE,Rzeszow,رزيسزو,,,
DBO,Dubbo,دوبو,,,
DEN,Denver,دنفر,,,
DAX,Dazhou,داتشو,,,
GZO,Gizo,جيزو,,,
OTD,Contadora Island,جزيرة كونتادورا,,,
BDO,Bandung,باندونغ,,,
YVM,Broughton Island,جزيرة بروتون,,,
TOY,Toyama,توياما,,,
YTO,Toronto,تورونتو,,,
CGQ,Changchun,تشانغتشون,,,
MPN,Mount Pleasant,تشارلستون,,,
TBG,Tabubil,تابوبيل,,,
BNY,Bellona,بيلونا,,,
BVG,Berlevag,بيرليفاج,,,
PJM,Puerto jimenez,بويرتو خيمينيز,,,
PTG,Polokwane,بولوكواني,,,
PKR,Pokhara,بوكارا,,,
PIP,Port Moller,بورت مولر,,,
BCN,Barcelona,برشلونة,,,
BLA,Barcelona,برشلونة,,,
PLW,Palu,بالو,,,
YIV,Island Lake,آيلاند ليك,,,
REN,Orenburg,أورينبورغ,,,
JTY,Astypalaia,أستيباليا,,,
GPS,Galapagos Is,أرخبيل غالاباغوس,,,
INH,Inhambane,إنهامبان,,,
EKO,Elko,إلكو,,,
AJL,Aizawl,ايزاول,,,
LQM,Puerto Legu¡zamo,,,,
ORI,Port Lions,,,,
PYC,Playon Chico,,,,
GXH,Xiahe city,,,,
YRA,Gamètì,,,,
YIC,Yichun,,,,
AAT,Altay,,,,
DRG,Deering,,,,
LTX,Latacunga,,,,
LJA,Lodja,,,,
VPE,Ondjiva,,,,
KTS,Brevig Mission,,,,
MMH,Mammoth Lakes,,,,
EYK,Beloyarsky,,,,
ULH,Al-Ula,,,,
ECP,Panama City,,,,
PTK,Pontiac,,,,
HTG,Khatanga,,,,
VRY,Værøy,,,,
WSN,South Naknek,,,,
PLX,Semiplatinsk,,,,
KFS,Kastamonu,,,,
ZIG,Ziguinchor,,,,
CGA,Craig,,,,
KCC,Coffman Cove,,,,
SPY,San Pedro,,,,
KBC,Brich Creek,,,,
IZO,Izumo,إزومو,,,
CKD,Crooked Creek,,,,
GMZ,La Gomera,,,,
CCK,Cocos Keeling Island,,,,
PDV,Plovdiv,بلوفديف,,,
ART,Watertown,ووترتاون,,,
LGI,Dead Mans Cay,ديدمانز كاي,,,
YHY,Hay river,هاي ريفر,,,
HRO,Harrison,هاريسون,,,
GOJ,Nizhniy Novgorod,نيجني نوفغورود,,,
NKC,Nouakchott,نواكشوط,,,
YMQ,Montreal,مونتريال,,,
ONG,Mornington,جزيرة مورنينغتون,,,
MOL,Molde,مولدي,,,
MAU,Maupiti,ماوبيتي,,,
MDL,Mandalay,ماندالاي,,,
MVY,Marthas Vineyard,مارثاس فينيارد,,,
LCJ,Lodz,لودز,,,
KNS,King Island,كينغ آيلاند,,,
KIS,Kisumu,كيسومو,,,
KTE,Kerteh,كيرتيه,,,
KOA,Kona,كونا,,,
KGP,Kogalym,كوغاليم,,,
BKI,Kota Kinabalu,كوتا كينابالو,,,
CYO,Cayo,كايو,,,
KHH,Kaohsiung,كاوشيونغ,,,
CLY,Calvi,كالفي,,,
CJC,Calama,كالاما,,,
YYU,Kapuskasing,كابوسكاسينغ,,,
FNT,Flint,فلينت,,,
FDH,Friedrichshafen,فريدريشسهافن,,,
OOL,Gold Coast,غولد كوست,,,
CDC,Cedar City,سيدار سيتي,,,
SGD,Sonderborg,سوندربورغ,,,
SKO,Sokoto,سوكوتو,,,
SML,Stella Maris,ستيلا ماريس,,,
ZAG,Zagreb,زغرب,,,
REA,Reao,رايو,,,
RAB,Rabaul,رابول,,,
DIU,Diu,ديو,,,
JAC,Jackson,جاكسون,,,
MBA,Du Bois,دو بوا,,,
